Destination,Departure Date,Airline,Price (USD) ,Number of Stops,Travel Time,Available Seats,Travel Time Str
Singapore,2025-07-25,TK,1080.68,1,0 days 10:05:00,9,10:05
Singapore,2025-07-25,EK,1118.37,1,0 days 12:45:00,9,12:45
Singapore,2025-07-25,UL,1122.32,2,0 days 12:25:00,9,12:25
Singapore,2025-07-25,6X,1751.87,1,0 days 04:00:00,9,04:00
Singapore,2025-07-25,6X,1751.87,1,0 days 05:50:00,9,05:50
Singapore,2025-07-25,6X,1751.87,1,0 days 06:45:00,9,06:45
Singapore,2025-07-25,AF,2189.66,1,0 days 07:35:00,9,07:35
Singapore,2025-07-25,EK,2489.37,1,0 days 12:35:00,9,12:35
Singapore,2025-07-25,LX,2598.59,1,0 days 07:55:00,9,07:55
Singapore,2025-07-25,LH,2601.68,1,0 days 08:00:00,9,08:00
Singapore,2025-07-25,MH,2773.58,1,0 days 07:15:00,9,07:15
Singapore,2025-07-25,SQ,3100.99,0,0 days 21:55:00,9,21:55
Singapore,2025-07-25,SQ,3852.88,0,0 days 19:15:00,9,19:15
Singapore,2025-07-25,CX,4318.53,1,0 days 15:50:00,9,15:50
Singapore,2025-07-25,SQ,5045.63,1,0 days 07:45:00,9,07:45
Singapore,2025-07-25,NH,5511.06,1,0 days 14:00:00,9,14:00
Singapore,2025-07-25,LX,14263.07,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-25,H4,406.99,1,0 days 09:00:00,9,09:00
Tel Aviv,2025-07-25,UX,437.44,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-25,IB,507.37,1,0 days 07:55:00,4,07:55
Tel Aviv,2025-07-25,HY,626.57,1,0 days 12:00:00,9,12:00
Tel Aviv,2025-07-25,AZ,677.63,1,0 days 08:35:00,9,08:35
Tel Aviv,2025-07-25,AZ,677.63,1,0 days 08:15:00,9,08:15
Tel Aviv,2025-07-25,AZ,677.63,1,0 days 08:40:00,9,08:40
Tel Aviv,2025-07-25,AC,713.1,1,0 days 01:36:00,9,01:36
Tel Aviv,2025-07-25,LY,714.03,0,0 days 10:50:00,9,10:50
Tel Aviv,2025-07-25,AC,718.84,1,0 days 01:45:00,9,01:45
Tel Aviv,2025-07-25,AC,718.84,1,0 days 01:46:00,9,01:46
Tel Aviv,2025-07-25,EY,734.37,1,0 days 12:55:00,9,12:55
Tel Aviv,2025-07-25,SN,761.85,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-25,OS,762.56,1,0 days 08:10:00,9,08:10
Tel Aviv,2025-07-25,LH,767.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-25,LH,777.17,1,0 days 05:00:00,9,05:00
Tel Aviv,2025-07-25,LH,777.17,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-25,LH,777.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-25,SN,780.99,2,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-25,AF,783.63,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-25,AF,783.63,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-25,UA,837.84,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-25,LO,874.39,1,0 days 08:45:00,9,08:45
Tel Aviv,2025-07-25,LO,874.39,1,0 days 08:30:00,9,08:30
Tel Aviv,2025-07-25,B6,1061.42,1,0 days 06:16:00,1,06:16
Tel Aviv,2025-07-25,EK,1068.17,1,0 days 12:35:00,9,12:35
Tel Aviv,2025-07-25,B6,1212.07,2,0 days 01:28:00,1,01:28
Tel Aviv,2025-07-25,KL,1237.51,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-25,KL,1237.51,1,0 days 07:40:00,6,07:40
Tel Aviv,2025-07-25,ET,1355.5,1,0 days 16:45:00,7,16:45
San Francisco,2025-07-26,B6,129.35,0,0 days 06:20:00,1,06:20
San Francisco,2025-07-26,B6,129.35,0,0 days 06:35:00,1,06:35
San Francisco,2025-07-26,SY,154.95,1,0 days 03:09:00,9,03:09
San Francisco,2025-07-26,SY,159.8,1,0 days 03:09:00,9,03:09
San Francisco,2025-07-26,F9,160.33,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-26,F9,160.33,1,0 days 02:55:00,3,02:55
San Francisco,2025-07-26,F9,165.18,1,0 days 04:01:00,3,04:01
San Francisco,2025-07-26,F9,165.18,1,0 days 02:28:00,3,02:28
San Francisco,2025-07-26,F9,165.18,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-26,AS,170.55,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-26,B6,171.08,1,0 days 03:17:00,1,03:17
San Francisco,2025-07-26,B6,175.93,1,0 days 03:09:00,1,03:09
San Francisco,2025-07-26,AS,176.45,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-26,B6,180.75,1,0 days 01:35:00,1,01:35
San Francisco,2025-07-26,B6,180.75,1,0 days 01:29:00,1,01:29
San Francisco,2025-07-26,AS,230.75,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-26,B6,240.43,1,0 days 03:25:00,1,03:25
San Francisco,2025-07-26,B6,275.9,1,0 days 03:24:00,1,03:24
San Francisco,2025-07-26,AS,291.48,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-26,AS,310.3,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-26,AS,325.88,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-26,AS,330.73,1,0 days 06:25:00,3,06:25
San Francisco,2025-07-26,AS,331.25,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-26,AS,371.23,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-26,HA,379.1,1,0 days 06:15:00,4,06:15
San Francisco,2025-07-26,HA,400.05,1,0 days 06:15:00,4,06:15
San Francisco,2025-07-26,HA,401.13,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-26,HA,414.23,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-26,HA,425.85,1,0 days 06:01:00,7,06:01
San Francisco,2025-07-26,HA,431.43,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-26,HA,433.38,1,0 days 06:21:00,7,06:21
San Francisco,2025-07-26,AS,439.83,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-26,AS,474.43,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-26,HA,482.83,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-26,HA,516.7,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-26,HA,529.05,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-26,HA,533.9,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-26,AS,650.53,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-26,B6,691.38,1,0 days 05:33:00,1,05:33
San Francisco,2025-07-26,B6,738.88,0,0 days 06:36:00,7,06:36
San Francisco,2025-07-26,B6,738.88,0,0 days 06:43:00,7,06:43
San Francisco,2025-07-26,B6,738.88,0,0 days 06:45:00,7,06:45
San Francisco,2025-07-26,B6,1222.43,1,0 days 05:40:00,1,05:40
San Francisco,2025-07-26,AS,4245.33,1,0 days 02:54:00,3,02:54
San Francisco,2025-07-26,AS,4250.18,1,0 days 02:53:00,3,02:53
London,2025-07-26,A1,213.63,0,0 days 07:00:00,9,07:00
London,2025-07-26,VS,237.0,0,0 days 07:10:00,9,07:10
London,2025-07-26,VS,237.0,0,0 days 07:15:00,9,07:15
London,2025-07-26,VS,237.0,0,0 days 07:20:00,9,07:20
London,2025-07-26,VS,237.0,0,0 days 07:25:00,9,07:25
London,2025-07-26,B6,237.0,1,0 days 01:29:00,1,01:29
London,2025-07-26,VS,237.0,1,0 days 01:33:00,9,01:33
London,2025-07-26,VS,237.0,1,0 days 01:48:00,9,01:48
London,2025-07-26,VS,237.0,1,0 days 01:25:00,9,01:25
London,2025-07-26,FI,238.35,1,0 days 05:50:00,5,05:50
London,2025-07-26,FI,238.35,1,0 days 05:45:00,9,05:45
London,2025-07-26,FI,238.35,1,0 days 05:50:00,4,05:50
London,2025-07-26,FI,239.75,1,0 days 05:45:00,9,05:45
London,2025-07-26,VS,253.89,1,0 days 07:35:00,9,07:35
London,2025-07-26,VS,253.89,1,0 days 07:30:00,9,07:30
London,2025-07-26,UA,254.3,1,0 days 01:36:00,9,01:36
London,2025-07-26,UA,254.3,1,0 days 01:36:00,5,01:36
London,2025-07-26,AC,254.3,1,0 days 01:36:00,9,01:36
London,2025-07-26,KL,259.5,0,0 days 07:10:00,9,07:10
London,2025-07-26,KL,259.5,0,0 days 07:15:00,9,07:15
London,2025-07-26,KL,259.5,0,0 days 07:20:00,9,07:20
London,2025-07-26,KL,259.5,0,0 days 07:25:00,9,07:25
London,2025-07-26,AC,260.04,1,0 days 01:46:00,9,01:46
London,2025-07-26,AC,260.04,1,0 days 01:45:00,9,01:45
London,2025-07-26,VS,264.24,1,0 days 07:20:00,9,07:20
London,2025-07-26,UA,274.41,1,0 days 08:00:00,6,08:00
London,2025-07-26,UA,274.41,1,0 days 08:00:00,9,08:00
London,2025-07-26,UA,276.83,1,0 days 07:35:00,9,07:35
London,2025-07-26,UA,276.83,1,0 days 07:55:00,9,07:55
London,2025-07-26,UA,277.95,1,0 days 07:30:00,9,07:30
London,2025-07-26,AZ,279.4,1,0 days 08:15:00,9,08:15
London,2025-07-26,AZ,293.68,1,0 days 08:40:00,9,08:40
London,2025-07-26,FI,301.35,1,0 days 05:50:00,6,05:50
London,2025-07-26,AZ,314.4,1,0 days 08:35:00,9,08:35
London,2025-07-26,AF,317.39,1,0 days 07:35:00,9,07:35
London,2025-07-26,AF,317.39,1,0 days 07:30:00,9,07:30
London,2025-07-26,TP,317.82,1,0 days 07:00:00,9,07:00
London,2025-07-26,KL,327.74,1,0 days 07:20:00,9,07:20
London,2025-07-26,KL,327.74,1,0 days 07:40:00,9,07:40
London,2025-07-26,AZ,328.68,1,0 days 08:35:00,9,08:35
London,2025-07-26,UA,338.04,1,0 days 01:46:00,5,01:46
London,2025-07-26,AS,341.57,0,0 days 06:55:00,7,06:55
London,2025-07-26,AS,341.57,0,0 days 07:10:00,7,07:10
London,2025-07-26,AS,341.57,0,0 days 07:15:00,7,07:15
London,2025-07-26,AS,341.57,0,0 days 07:10:00,3,07:10
London,2025-07-26,KL,342.02,1,0 days 07:25:00,9,07:25
London,2025-07-26,UX,349.02,1,0 days 07:15:00,9,07:15
London,2025-07-26,VS,349.19,1,0 days 07:25:00,9,07:25
London,2025-07-26,UA,349.32,1,0 days 07:55:00,9,07:55
London,2025-07-26,IB,353.3,0,0 days 06:55:00,9,06:55
London,2025-07-26,IB,353.3,0,0 days 07:00:00,9,07:00
London,2025-07-26,IB,353.3,0,0 days 07:05:00,9,07:05
London,2025-07-26,IB,353.3,0,0 days 07:10:00,9,07:10
London,2025-07-26,IB,353.3,0,0 days 07:15:00,9,07:15
London,2025-07-26,IB,353.3,0,0 days 07:15:00,7,07:15
London,2025-07-26,KL,354.8,0,0 days 06:50:00,2,06:50
London,2025-07-26,UX,355.87,1,0 days 07:15:00,9,07:15
London,2025-07-26,UA,360.8,1,0 days 07:50:00,9,07:50
London,2025-07-26,VS,367.24,1,0 days 07:25:00,9,07:25
London,2025-07-26,TP,386.03,1,0 days 07:00:00,9,07:00
London,2025-07-26,UA,394.04,1,0 days 01:46:00,9,01:46
London,2025-07-26,B6,403.82,2,0 days 01:35:00,1,01:35
London,2025-07-26,TP,403.82,2,0 days 01:20:00,4,01:20
London,2025-07-26,UA,405.32,1,0 days 07:55:00,9,07:55
London,2025-07-26,B6,410.03,2,0 days 01:35:00,1,01:35
London,2025-07-26,TP,410.03,2,0 days 01:20:00,4,01:20
London,2025-07-26,AF,412.69,1,0 days 07:15:00,9,07:15
London,2025-07-26,AF,412.69,1,0 days 07:25:00,9,07:25
London,2025-07-26,UA,416.8,1,0 days 07:50:00,9,07:50
London,2025-07-26,LX,421.76,1,0 days 07:55:00,9,07:55
London,2025-07-26,LH,424.85,1,0 days 08:00:00,9,08:00
London,2025-07-26,LH,427.27,1,0 days 05:00:00,9,05:00
London,2025-07-26,LH,427.27,1,0 days 07:35:00,9,07:35
London,2025-07-26,LH,427.27,1,0 days 07:55:00,9,07:55
London,2025-07-26,SN,428.39,1,0 days 07:30:00,9,07:30
London,2025-07-26,KL,430.74,1,0 days 07:25:00,9,07:25
London,2025-07-26,LX,433.24,1,0 days 07:50:00,9,07:50
London,2025-07-26,LX,436.04,1,0 days 07:55:00,9,07:55
London,2025-07-26,LH,441.55,1,0 days 07:55:00,9,07:55
London,2025-07-26,LH,441.55,1,0 days 05:00:00,9,05:00
London,2025-07-26,LH,470.67,1,0 days 07:55:00,9,07:55
London,2025-07-26,AV,491.57,1,0 days 05:50:00,5,05:50
London,2025-07-26,AV,491.57,1,0 days 05:45:00,5,05:45
London,2025-07-26,VS,530.3,0,0 days 06:50:00,9,06:50
London,2025-07-26,S4,543.18,2,0 days 05:50:00,6,05:50
London,2025-07-26,6X,563.67,0,0 days 03:58:00,9,03:58
London,2025-07-26,6X,563.67,0,0 days 04:00:00,9,04:00
London,2025-07-26,6X,563.67,0,0 days 05:50:00,9,05:50
London,2025-07-26,6X,563.67,0,0 days 06:45:00,9,06:45
London,2025-07-26,6X,563.67,0,0 days 07:05:00,9,07:05
London,2025-07-26,6X,563.67,0,0 days 08:00:00,9,08:00
London,2025-07-26,JU,572.0,1,0 days 08:50:00,7,08:50
London,2025-07-26,AF,610.69,1,0 days 07:25:00,9,07:25
London,2025-07-26,VS,669.19,1,0 days 07:25:00,9,07:25
London,2025-07-26,AT,711.9,1,0 days 07:05:00,9,07:05
London,2025-07-26,VS,807.19,1,0 days 07:15:00,9,07:15
London,2025-07-26,VS,807.19,1,0 days 07:35:00,9,07:35
London,2025-07-26,VS,828.79,1,0 days 07:25:00,9,07:25
London,2025-07-26,TP,1057.09,0,0 days 07:31:00,4,07:31
London,2025-07-26,B6,1335.0,0,0 days 07:31:00,1,07:31
London,2025-07-26,B6,1422.0,0,0 days 07:14:00,7,07:14
London,2025-07-26,SK,2586.3,1,0 days 07:40:00,9,07:40
Bangalore,2025-07-26,LH,438.05,1,0 days 08:00:00,9,08:00
Bangalore,2025-07-26,LH,441.34,2,0 days 08:00:00,9,08:00
Bangalore,2025-07-26,LH,460.02,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-26,LH,460.02,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,LH,460.2,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,LH,460.2,2,0 days 07:35:00,9,07:35
Bangalore,2025-07-26,LH,460.2,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-26,LH,477.02,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,LH,480.31,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,AI,529.81,1,0 days 14:55:00,9,14:55
Bangalore,2025-07-26,B6,535.77,1,0 days 12:20:00,7,12:20
Bangalore,2025-07-26,B6,538.03,1,0 days 12:15:00,7,12:15
Bangalore,2025-07-26,QR,574.52,1,0 days 12:25:00,9,12:25
Bangalore,2025-07-26,QR,576.78,1,0 days 12:20:00,9,12:20
Bangalore,2025-07-26,LH,632.36,2,0 days 07:55:00,9,07:55
Bangalore,2025-07-26,LH,632.54,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,AI,650.99,1,0 days 13:40:00,9,13:40
Bangalore,2025-07-26,LH,656.53,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,LH,656.71,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,EY,660.37,1,0 days 13:00:00,9,13:00
Bangalore,2025-07-26,EY,703.37,1,0 days 12:55:00,9,12:55
Bangalore,2025-07-26,LH,723.53,2,0 days 05:00:00,9,05:00
Bangalore,2025-07-26,ET,752.51,1,0 days 16:40:00,7,16:40
Bangalore,2025-07-26,EK,777.17,1,0 days 12:45:00,9,12:45
Bangalore,2025-07-26,EK,777.17,1,0 days 12:35:00,9,12:35
Bangalore,2025-07-26,EK,777.17,1,0 days 16:00:00,9,16:00
Bangalore,2025-07-26,JL,798.26,1,0 days 14:00:00,5,14:00
Bangalore,2025-07-26,AF,860.36,1,0 days 07:35:00,9,07:35
Bangalore,2025-07-26,KL,925.24,1,0 days 07:25:00,9,07:25
Bangalore,2025-07-26,CX,999.7,1,0 days 15:55:00,9,15:55
Bangalore,2025-07-26,AF,1038.47,2,0 days 07:35:00,2,07:35
Bangalore,2025-07-26,AF,1091.53,2,0 days 06:50:00,8,06:50
Bangalore,2025-07-26,KL,1129.35,2,0 days 07:25:00,6,07:25
Bangalore,2025-07-26,AF,1129.65,2,0 days 07:35:00,9,07:35
Bangalore,2025-07-26,TK,1199.31,2,0 days 10:05:00,4,10:05
Bangalore,2025-07-26,KL,1219.86,2,0 days 07:25:00,6,07:25
Bangalore,2025-07-26,TK,1369.31,2,0 days 10:05:00,9,10:05
Bangalore,2025-07-26,UA,6012.27,2,0 days 07:35:00,9,07:35
Singapore,2025-07-26,KE,401.07,2,0 days 02:20:00,9,02:20
Singapore,2025-07-26,KE,466.07,2,0 days 02:20:00,9,02:20
Singapore,2025-07-26,B6,490.63,2,0 days 06:22:00,1,06:22
Singapore,2025-07-26,B6,499.54,2,0 days 06:22:00,1,06:22
Singapore,2025-07-26,KE,508.92,2,0 days 02:23:00,9,02:23
Singapore,2025-07-26,AS,574.56,2,0 days 06:15:00,3,06:15
Singapore,2025-07-26,B6,579.41,2,0 days 06:22:00,1,06:22
Singapore,2025-07-26,AS,580.69,2,0 days 06:15:00,3,06:15
Singapore,2025-07-26,CX,621.28,1,0 days 15:55:00,9,15:55
Singapore,2025-07-26,KE,769.07,2,0 days 02:42:00,9,02:42
Singapore,2025-07-26,UL,779.91,2,0 days 12:55:00,9,12:55
Singapore,2025-07-26,B6,792.77,1,0 days 12:15:00,7,12:15
Singapore,2025-07-26,B6,792.77,1,0 days 12:20:00,7,12:20
Singapore,2025-07-26,QR,832.17,1,0 days 12:20:00,9,12:20
Singapore,2025-07-26,QR,832.17,1,0 days 12:25:00,9,12:25
Singapore,2025-07-26,AS,847.56,2,0 days 06:19:00,7,06:19
Singapore,2025-07-26,AS,852.41,2,0 days 06:25:00,7,06:25
Singapore,2025-07-26,AS,852.41,2,0 days 06:01:00,3,06:01
Singapore,2025-07-26,B6,852.41,2,0 days 05:59:00,1,05:59
Singapore,2025-07-26,AS,853.69,2,0 days 06:19:00,7,06:19
Singapore,2025-07-26,AI,879.14,1,0 days 13:40:00,9,13:40
Singapore,2025-07-26,BR,889.92,1,0 days 15:55:00,9,15:55
Singapore,2025-07-26,EK,922.37,1,0 days 12:45:00,9,12:45
Singapore,2025-07-26,EK,922.37,1,0 days 12:35:00,9,12:35
Singapore,2025-07-26,EY,922.37,1,0 days 12:55:00,9,12:55
Singapore,2025-07-26,CZ,1011.22,1,0 days 16:00:00,9,16:00
Singapore,2025-07-26,CX,1038.28,1,0 days 15:40:00,9,15:40
Singapore,2025-07-26,UL,1045.58,2,0 days 12:20:00,9,12:20
Singapore,2025-07-26,TK,1080.68,1,0 days 09:45:00,9,09:45
Singapore,2025-07-26,UL,1122.32,2,0 days 12:25:00,9,12:25
Singapore,2025-07-26,QR,1203.59,2,0 days 01:35:00,9,01:35
Singapore,2025-07-26,TK,1295.68,1,0 days 10:05:00,9,10:05
Singapore,2025-07-26,CX,1614.2,1,0 days 15:50:00,9,15:50
Singapore,2025-07-26,6X,1751.87,1,0 days 04:00:00,9,04:00
Singapore,2025-07-26,6X,1751.87,1,0 days 05:50:00,9,05:50
Singapore,2025-07-26,6X,1751.87,1,0 days 06:45:00,9,06:45
Singapore,2025-07-26,LX,2598.59,1,0 days 07:55:00,9,07:55
Singapore,2025-07-26,MH,2773.58,1,0 days 07:15:00,9,07:15
Singapore,2025-07-26,LH,3008.54,1,0 days 05:00:00,9,05:00
Singapore,2025-07-26,SQ,3100.99,0,0 days 21:55:00,9,21:55
Singapore,2025-07-26,LX,3220.68,1,0 days 07:55:00,9,07:55
Singapore,2025-07-26,SQ,3852.88,0,0 days 19:15:00,9,19:15
Singapore,2025-07-26,SQ,5045.63,1,0 days 07:45:00,9,07:45
Singapore,2025-07-26,CX,5186.53,1,0 days 15:50:00,9,15:50
Singapore,2025-07-26,NH,5511.06,1,0 days 14:00:00,9,14:00
Tel Aviv,2025-07-26,H4,384.67,1,0 days 09:00:00,9,09:00
Tel Aviv,2025-07-26,H4,406.99,1,0 days 09:00:00,9,09:00
Tel Aviv,2025-07-26,UX,437.44,1,0 days 07:15:00,9,07:15
Tel Aviv,2025-07-26,AT,494.55,1,0 days 07:05:00,9,07:05
Tel Aviv,2025-07-26,IB,500.37,1,0 days 07:55:00,4,07:55
Tel Aviv,2025-07-26,HY,626.57,1,0 days 12:00:00,9,12:00
Tel Aviv,2025-07-26,AZ,677.63,1,0 days 08:35:00,9,08:35
Tel Aviv,2025-07-26,AZ,677.63,1,0 days 08:15:00,9,08:15
Tel Aviv,2025-07-26,AZ,677.63,1,0 days 08:40:00,9,08:40
Tel Aviv,2025-07-26,EY,691.37,1,0 days 13:00:00,9,13:00
Tel Aviv,2025-07-26,LY,692.03,0,0 days 10:20:00,9,10:20
Tel Aviv,2025-07-26,LY,714.03,0,0 days 10:50:00,9,10:50
Tel Aviv,2025-07-26,AC,718.84,1,0 days 01:45:00,9,01:45
Tel Aviv,2025-07-26,AC,718.84,1,0 days 01:46:00,9,01:46
Tel Aviv,2025-07-26,EY,734.37,1,0 days 12:55:00,9,12:55
Tel Aviv,2025-07-26,LX,755.22,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-26,SN,761.85,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-26,LH,767.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-26,SN,767.28,1,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-26,IB,772.25,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-26,LH,777.17,1,0 days 05:00:00,9,05:00
Tel Aviv,2025-07-26,LH,777.17,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-26,LH,777.17,1,0 days 07:55:00,9,07:55
Tel Aviv,2025-07-26,SN,780.99,2,0 days 08:00:00,9,08:00
Tel Aviv,2025-07-26,AF,783.63,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-26,AF,783.63,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-26,LO,874.39,1,0 days 08:45:00,9,08:45
Tel Aviv,2025-07-26,LO,874.39,1,0 days 08:30:00,9,08:30
Tel Aviv,2025-07-26,EK,886.17,1,0 days 12:35:00,9,12:35
Tel Aviv,2025-07-26,B6,1056.57,1,0 days 06:22:00,1,06:22
Tel Aviv,2025-07-26,LO,1107.99,1,0 days 08:30:00,4,08:30
Tel Aviv,2025-07-26,TP,1120.22,1,0 days 07:00:00,4,07:00
Tel Aviv,2025-07-26,AF,1194.31,1,0 days 07:30:00,9,07:30
Tel Aviv,2025-07-26,B6,1207.22,2,0 days 01:35:00,1,01:35
Tel Aviv,2025-07-26,B6,1235.22,2,0 days 01:37:00,4,01:37
Tel Aviv,2025-07-26,KL,1237.51,1,0 days 07:20:00,9,07:20
Tel Aviv,2025-07-26,KL,1237.51,1,0 days 07:25:00,9,07:25
Tel Aviv,2025-07-26,AF,1324.31,1,0 days 07:35:00,9,07:35
Tel Aviv,2025-07-26,ET,1355.5,1,0 days 16:40:00,7,16:40
Tel Aviv,2025-07-26,ET,1485.5,1,0 days 16:40:00,7,16:40
Tel Aviv,2025-07-26,LH,4893.97,1,0 days 05:00:00,9,05:00
Tel Aviv,2025-07-26,LH,7169.48,1,0 days 08:00:00,2,08:00
Tel Aviv,2025-07-26,LX,12719.28,1,0 days 07:55:00,1,07:55
San Francisco,2025-07-27,B6,129.35,0,0 days 06:15:00,1,06:15
San Francisco,2025-07-27,B6,129.35,0,0 days 06:20:00,1,06:20
San Francisco,2025-07-27,B6,129.35,0,0 days 06:35:00,1,06:35
San Francisco,2025-07-27,B6,129.35,0,0 days 06:45:00,1,06:45
San Francisco,2025-07-27,SY,163.55,1,0 days 03:09:00,9,03:09
San Francisco,2025-07-27,F9,164.63,1,0 days 05:42:00,3,05:42
San Francisco,2025-07-27,F9,164.63,1,0 days 02:55:00,3,02:55
San Francisco,2025-07-27,SY,168.4,1,0 days 03:09:00,9,03:09
San Francisco,2025-07-27,F9,169.48,1,0 days 04:01:00,3,04:01
San Francisco,2025-07-27,F9,169.48,1,0 days 02:28:00,3,02:28
San Francisco,2025-07-27,B6,171.08,1,0 days 03:17:00,1,03:17
San Francisco,2025-07-27,B6,175.93,1,0 days 03:25:00,1,03:25
San Francisco,2025-07-27,B6,175.93,1,0 days 03:00:00,1,03:00
San Francisco,2025-07-27,B6,175.93,1,0 days 03:24:00,1,03:24
San Francisco,2025-07-27,B6,180.75,1,0 days 01:20:00,1,01:20
San Francisco,2025-07-27,B6,180.75,1,0 days 01:29:00,1,01:29
San Francisco,2025-07-27,AS,213.55,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-27,AS,301.35,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-27,AS,321.58,1,0 days 06:21:00,3,06:21
San Francisco,2025-07-27,AS,335.03,1,0 days 06:01:00,3,06:01
San Francisco,2025-07-27,AS,377.48,1,0 days 06:19:00,3,06:19
San Francisco,2025-07-27,HA,401.13,1,0 days 06:21:00,7,06:21
San Francisco,2025-07-27,AS,412.43,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-27,B6,414.03,1,0 days 01:21:00,1,01:21
San Francisco,2025-07-27,HA,431.43,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-27,AS,439.83,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-27,AS,473.7,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-27,AS,474.43,0,0 days 06:28:00,7,06:28
San Francisco,2025-07-27,HA,482.83,1,0 days 06:25:00,7,06:25
San Francisco,2025-07-27,HA,482.83,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-27,AS,537.65,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-27,AS,538.73,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-27,HA,538.73,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-27,AS,561.5,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-27,HA,561.5,0,0 days 06:40:00,7,06:40
San Francisco,2025-07-27,AS,580.65,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-27,AS,590.33,1,0 days 06:01:00,7,06:01
San Francisco,2025-07-27,HA,590.33,1,0 days 06:01:00,7,06:01
San Francisco,2025-07-27,AS,598.4,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-27,HA,598.4,1,0 days 06:15:00,7,06:15
San Francisco,2025-07-27,HA,625.28,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-27,B6,644.08,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-27,B6,648.93,1,0 days 01:28:00,1,01:28
San Francisco,2025-07-27,HA,663.43,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-27,HA,664.5,1,0 days 06:19:00,7,06:19
San Francisco,2025-07-27,B6,738.88,0,0 days 06:36:00,7,06:36
San Francisco,2025-07-27,B6,738.88,0,0 days 06:43:00,7,06:43
San Francisco,2025-07-27,B6,776.3,1,0 days 06:00:00,1,06:00
San Francisco,2025-07-27,AS,1382.6,1,0 days 06:15:00,3,06:15
San Francisco,2025-07-27,AS,4258.23,1,0 days 02:54:00,3,02:54
San Francisco,2025-07-27,AS,4263.08,1,0 days 02:53:00,3,02:53
London,2025-07-27,FI,196.75,1,0 days 05:45:00,9,05:45
London,2025-07-27,FI,212.35,1,0 days 05:50:00,9,05:50
